Rent,Address,Zip,num_bedrooms,num_bathrooms,num_sqft
"$2,000",188 Doris Avenue,M2N,1,1,
"$2,050",2885 Bayview Avenue,M2K,1,1,650
"$2,600",525 Wilson Avenue,M3H,2,2,
"$1,875",2 Sonic Way,M3C,1,1,650
"$2,250",5508 Yonge St,M2N,2,2,810
"$2,400",55 Ann O'Reilly Road,M2J,2,2,867
"$2,950",1888 Bayview Avenue,M4N,2,2,950
"$1,850",30 Harrison Garden Boulevard,M2N,1,1,550
"$1,600",77 Allingham Gardens | Unit: Basement,M3H,1,1,
"$2,450",55 Harrison Garden Boulevard,M2N,2,2,
"$2,125",830 Lawrence Avenue West,M6A,1,1,600
"$2,180",100 Harrison Garden Boulevard,M2N,1,1,
"$2,300",99 The Donway West,M3C,1,1,644
"$1,850",18 Rean Drive,M2K,1,1,599
"$2,200",56 Forest Manor Road,M2J,1,2,
"$1,900",701 Sheppard Avenue West,M3H,1,1,550
"$2,150",565 Wilson Avenue,M3H,1,1,
"$2,500",23 Lorraine Drive,M2N,2,2,900
"$2,350",100 Leeward Glenway,M3C,2,1,950
"$1,750",160 Flemington Rd,M6A,1,1,450
"$2,400",28 Olive Ave | Unit: 706,M2N,2,1,
"$1,650",6 Sonic Way,M3C,1,1,550
"$1,845",27 Rean Drive,M2K,1,1,680
"$2,100",153 Beecroft Road,M2N,1,1,600
"$2,300",2 Anndale Drive,M2N,1,1,675
"$1,950",1060 Sheppard Avenue West,M3J,1,1 ½,650
"$2,700",6 Sonic Way,M3C,3,2,931
"$1,750",2 Sonic Way,M3C,1,2,640
"$2,050",23 Sheppard Ave E | Unit: 2501,M2N,1,1,599
"$2,800",1815 O'Connor Drive,M4A,3,2,1300
"$1,850 - $2,250",60 Ann OReilly Road,M2J,1 - 2,1 - 2,580-828
"$2,150",7 Kenaston Gardens,M2K,1,2,65
"$1,900",7 Kenaston Gardens,M2K,1,1,598
"$2,100",2 Anndale Drive,M2N,1,1,
"$1,900",27 Rean Drive,M2K,1,1,616
"$1,950",160 Flemington Road,M6A,2,2,630
"$2,350",Linus Road,M2J,2,1 ½,950
"$2,400",872 Sheppard Avenue West,M3H,2,2,920
"$2,600",3091 Dufferin Street,M6A,2,2,
"$2,150",160 Flemington Road,M6A,2,1,
"$2,000",16 Harrison Garden Boulevard,M2N,1,1,
"$2,090",2885 Bayview Ave | Unit: 1502,M2K,1,1,
"$2,850",509 Beecroft Road,M2N,2,2,900
"$1,900",17 Barberry Place,M2K,1,1,550
"$2,000",66 Forest Manor Road,M2J,1,1,539
"$1,730",2015 Sheppard Avenue East,M2J,1,1,500
"$2,100",18 Graydon Hall Drive,M3A,2,2,800
"$2,400",5740 Yonge Street,M2M,2,2,780
"$1,750",2 Sonic Way,M3C,1,1,500
"$1,775",1185 Eglinton Avenue East,M3C,1,1,500
"$2,650",509 Beecroft Road,M2N,2,2,900
"$2,450",830 Lawrence Avenue West,M6A,2,2,
"$1,950",1700 Eglinton Avenue East,M4A,1,1,650
"$2,400",5740 Yonge Street,M2M,2,2,717
"$2,000",80 Harrison Garden Boulevard,M2N,1,1,
"$3,300",9 Bogert Avenue,M2N,2,2,930
"$2,600",500 Doris Avenue,M2N,2,2,800
"$2,200",130 Neptune Drive,M6A,2,1,1200
"$1,800",1185 Eglinton Avenue East,M3C,1,2,650
"$1,950",1060 Sheppard Avenue West,M3J,1,1 ½,650
"$2,250",72 Esther Shiner Boulevard,M2K,1,1,758
"$2,100",1700 Eglinton Avenue East,M4A,2,2,900
"$1,900",Sonic Way,M3C,1,1,550
"$2,150",16 Harrison Garden Boulevard,M2N,1,1,600
"$2,050",830 Lawrence Avenue West,M6A,1,1,700
"$1,900",19 Barberry Place,M2K,1,1,510
"$1,800",789 Don Mills Road,M3C,1,1,475
"$1,850",5791 Yonge Street,M2M,1,1,600
"$2,100",Don Mills Road,None,2,2,
"$2,100",88 Sheppard Avenue East,M2N,1,1,595
"$3,950",8 McKee Avenue,M2N,3,2,1550
"$1,900",2 Sonic Way,M3C,1,2,650
"$2,500",639 Lawrence Avenue West,M6A,2,2,1145
"$1,900",7 Kenaston Gardens,M2K,1,1,
"$1,690",725 Don Mills Road,M3C,1,1,780
"$1,900",33 Sheppard Avenue East,M2N,1,1,550
"$1,835",72 Esther Shiner Boulevard,M2K,1,1,550
"$3,350",830 Lawrence Avenue West,M6A,3,3,1059
"$1,900",2 Sonic Way,M3C,1,2,650
"$1,870",Sonic Way,M3C,1,2,650
"$1,850",Sonic Way,M3C,1,2,650
"$1,850",Sonic Way,M3C,1,2,650
"$2,400",4001 Don Mills Road,M2H,2,2,1200
"$1,850",7 Concorde Place,M3C,1,1,650
"$2,600",66 Forest Manor Road,M2J,2,1 ½,900
"$2,150",55 Harrison Garden Boulevard,M2N,2,1,
"$2,100",15 Vicora Linkway,M3C,2,1,850
"$2,150",55 Harrison Garden Boulevard,M2N,1,1,
"$2,600",18 Harrison Garden Boulevard,M2N,2,2,875
"$1,775",160 Flemington Road,M6A,1,1,550
"$1,850",Sonic Way,M3C,1,2,650
"$2,100",3 Everson Drive,M2N,1,1,600
"$1,880",33 Sheppard Avenue East,M2N,1,1,
"$1,900",18 Valley Woods Road,M3A,1,1,
"$1,700",8 Hillcrest Avenue,M2N,1,1,
"$1,990",5 Concorde Place,M3C,1,1,655
"$1,950",701 Sheppard Avenue West,M3H,1,1,
"$2,300",90 Absolute Avenue,L4Z,2,1,765
"$2,225",3880 Duke of York Boulevard,L5B,1,1,700
"$2,600",335 Rathburn Road West,L5B,2,2,
"$2,200",6950 Tenth Line West,L5N,2,1,
"$2,750",335 Rathburn Road West,L5B,2,2,900
"$2,200",3975 Grand Park Drive,L5B,1,1,670
"$2,550",80 Absolute Avenue,L4Z,2,2,864
"$2,599",335 Webb Drive,L5B,2,2,1050
"$2,200",115 Hillcrest Avenue,L5B,2,1,1000
"$2,100",5025 Four Springs Avenue,L5R,1,1,600
"$2,350",35 Kingsbridge Garden Circle,L5R,1,1,765
"$2,500",4900 Glen Erin Drive,L5M,2,2,875
"$2,100",Square One Drive,L5B,1,1,587
"$2,300",Brickstone Mews,L5B,1,1,699
"$2,300",75 Eglinton Avenue West,L5R,2,1,750
"$1,650",4975 Southampton Drive,L5M,1,1,500
"$2,050",3975 Grand Park Drive,L5B,1,1,680
"$2,000",4070 Confederation Parkway,L5B,1,1,530
"$2,400",3985 Grand Park Drive,L5B,2,2,900
"$1,950",3985 Grand Park Drive,L5B,1,1,
"$2,050",4070 Confederation Parkway,L5B,1,1,550
"$2,500",325 Webb Drive,L5B,2,2,1200
"$2,500",60 Absolute Avenue,L4Z,2,2,800
"$2,500",4099 Brickstone Mews,L5B,2,2,850
"$2,100",5033 Four Springs Avenue,L5R,1,1,615
"$2,090",3888 Duke of York Boulevard,L5B,1,1,720
"$1,900",3525 Kariya Drive,L5B,1,1,700
"$2,200",Kingsbridge Garden Circle,L5R,1,1,700
"$2,500",4011 Brickstone Mews,L5B,2,2,850
"$2,400",35 Trailwood Drive,L4Z,2,2,1200
"$2,350",220 Burnhamthorpe Road West,L5B,1,1 ½,790
"$2,050",3880 Duke of York Boulevard,L5B,1,1,700
"$2,800",4655 Glen Erin Drive,L5M,3,2,955
"$2,500",3590 Kaneff Crescent,L5A,3,1 ½,1300
"$3,000",35 Kingsbridge Garden Circle,L5R,2,2,1200
"$1,950",4900 Glen Erin Drive,L5M,1,1,699
"$2,199",2520 Eglinton Avenue West,L5M,1,2,861
"$2,500",3590 Kaneff Crescent,L5A,3,1 ½,1200
"$2,000",75 Eglinton Avenue West,L5R,1,1 ½,650
"$2,000",80 Absolute Avenue,L4Z,1,1,650
"$2,600",3985 Grand Park Drive,L5B,2,2,900
"$2,000",510 Curran Place,L5B,1,1,600
"$1,975",4889 Kimbermount Avenue,L5M,1,1,700
"$2,175",510 Curran Place,L5B,1,1,
"$2,050",90 Absolute Ave | Unit: 2208,L4Z,1,1,
"$2,150",33 Elm Drive,L5B,1,1,700
"$3,200",1535 Lakeshore Road East,L5E,3,2,1475
"$2,399",250 Webb Drive,L5B,2,2,1000
"$2,250",3939 Duke of York Boulevard,L5B,1,2,750
"$2,200",3880 Duke of York Boulevard,L5B,1,1,
"$1,100",220 Burnhamthorpe Road West,L5B,1,1,800
"$2,150",300 Webb Drive,L5B,1,1,750
"$2,100",90 Absolute Avenue,L4Z,1,0,710
"$2,300",880 Dundas Street West,L5C,2,1 ½,1200
"$2,700",250 Webb Drive,L5B,2,2,1201
"$2,600",3700 Kaneff Crescent,L5A,3,2,1199
"$2,000",4070 Confederation Parkway,L5B,1,1,530
"$2,200",320 City Centre Drive,L5B,1,1,700
"$2,150",4065 Brickstone Mews,L5B,1,1,700
"$2,550",4011 Brickstone Mews,L5B,2,2,920
"$2,500",4099 Brickstone Mews,L5B,2,2,
"$2,400",2556 Argyle Road,L5B,3,1 ½,1300
"$2,799",335 Rathburn Road West,L5B,2,2,1100
"$2,100",180 Enterprise Boulevard,L6G,1,2,687
"$2,000",58 Adam Sellers Street,L6B,1,1 ½,806
"$2,200",58 Adam Sellers Street,L6B,2,2,1000
"$1,900",1 Upper Duke Crescent,L6G,1,2,760
"$1,675",9500 Markham Road,L3P,1,1,549
"$1,990",7165 Yonge Street,L3T,1,1,600
"$2,000",8110 Birchmount Road,L3R,1,1,750
"$2,200",39 New Delhi Drive,L3S,2,2,
"$3,200",253 South Park Road,L3T,3,2,1400
"$2,400",50 Inverlochy Boulevard,L3T,2,1 ½,1000
"$2,100",180 Enterprise Boulevard,L6G,1,1,780
"$2,800",403 Church Street,L6B,2,2,
"$1,895",131 Upper Duke Crescent,L6G,1,2,630
"$2,850",33 Shore Breeze Drive,M8V,2,2,858
"$2,795",8 Hillside Avenue,M8V,2,2,
"$1,950",165 Legion Road North,M8Y,1,1,475
"$2,300",8 Fieldway Road,M8Z,1,1,
"$2,300",200 Manitoba Street,M8Y,1,1 ½,720
"$1,900",4198 Dundas Street West,M8X,1,1,550
"$2,275",2 Old Mill Drive,M8X,1,1,636
"$3,500",33 Shore Breeze Drive,M8V,2,2,
"$1,948",30 Shore Breeze Drive,M8V,1,1,585
"$2,400",2212 Lake Shore Boulevard West,M8V,2,2 ½,920
"$2,040",1 Michael Power Place,M9A,1,1,
"$1,750 - $2,800",11 Dunbloor Rd,,0 - 3,1,
"$2,800",250 Manitoba Street,M8Y,2,2,1180
"$2,000",300 Manitoba Street,M8Y,1,1,950
"$3,000",90 Park Lawn Road,M8Y,2,2,
"$2,100",30 Shore Breeze Drive,M8V,1,1,485
"$2,600",30 Shore Breeze Drive,M8V,2,1,
"$2,300",9 Michael Power Place,M9A,1,2,
"$2,000",56 Annie Craig Drive,M8V,1,1,
"$2,100",2230 Lake Shore Boulevard West,M8V,1,1,600
"$2,300",200 Manitoba Street,M8Y,1,2,955
"$2,200",33 Shore Breeze Drive,M8V,1,1,
"$2,400",1 Valhalla Inn Road,M9B,2,1,
"$2,300",3865 Lake Shore Boulevard West,M8W,1,2,
"$2,500",225 Sherway Gardens Road,M9C,2,2,800
"$2,250",2121 Lake Shore Boulevard West,M8V,1,1,
"$2,200",7 Mabelle Avenue,M9A,2,2,
"$3,450",250 Manitoba Street,M8Y,2,0,12000
"$2,200",3 Michael Power Place,M9A,1,1,700
"$2,150",165 Legion Road North,M8Y,1,1,
"$1,995",17 Zorra Street,M8Z,1,1,
"$2,000",30 Shore Breeze Drive,M8V,1,1,
"$2,100",5 Valhalla Inn Road,M9A,1,1,650
"$2,800",90 Park Lawn Road,M8Y,2,2,
"$2,275",33 Shore Breeze Drive,M8V,1,1,520
"$2,100",7 Michael Power Place,M9A,1,1,645
"$2,450",3391 Bloor Street West,M8X,2,2,
"$1,875",90 Park Lawn Road,M8Y,1,1,
"$2,650",20 Shore Breeze Drive,M8V,2,2,754
"$1,900",25 Viking Lane,M9B,1,1,550
"$2,000",60 Annie Craig Drive,M8V,1,1,
"$1,975",7 Mabelle Avenue,M9A,1,1,625
"$1,900",25 Viking Lane,M9B,1,1,550
"$2,650",20 Shore Breeze Drive,M8V,2,2,754
"$2,800",30 Shore Breeze Drive,M8V,2,2,
"$2,600",20 Shore Breeze Drive,M8V,2,2,754
"$2,450",Thomas Riley Road,M9B,2,2,
"$2,400",5 Rowntree Road,M9V,2,2,1300
"$1,800",165 Legion Road North,M8Y,1,1,567
"$2,300",700 Humberwood Boulevard,M9W,2,2,
"$2,900",20 Shore Breeze Drive,M8V,2,2,
"$2,700",2000 Islington Avenue,M9P,2,2,1600
"$2,850",36 Park Lawn Road,M8Y,2,2,868
"$2,700",20 Shore Breeze Drive,M8V,2,1,754
"$2,200",10 Park Lawn Road,M8Y,1,1,657
"$1,995 - $2,295",88 Palace Pier Court,M8V,1,1,530
"$2,280",215 Sherway Gardens Road,M9C,1,2,743
"$2,000",90 Park Lawn Road,M8Y,1,1,
"$2,000",165 Legion Road North,M8Y,1,1,600
"$1,975",17 Zorra Street,M8Z,1,1,620
"$2,000",6 Eva Road,M9C,1,1,688
"$2,650",2 Old Mill Drive,M8X,1,2,899
"$1,850 - $2,400",7 Mabelle Avenue,M9A,1 - 2,1 - 2,488-779
"$2,050",9 Valhalla Inn Road,M9B,1,1,750
"$1,850",165 Legion Rd N,M8Y,1,1,500
"$2,400",30 Shore Breeze Drive,M8V,1,1,
"$2,400",2269 Lake Shore Boulevard West,M8V,1,2,1015
"$2,000",56 Annie Craig Drive,M8V,1,1,
"$1,990",9 Michael Power Place,M9A,1,1,
"$2,300",2261 Lake Shore Boulevard West,M8V,1,1,780
"$2,300",2111 Lake Shore Boulevard West,M8V,1,1,680
"$2,100",235 Sherway Gardens Road,M9C,1,1,650
"$2,250",20 Shore Breeze Drive,M8V,1,1,
"$2,650",56 Annie Craig Drive,M8V,2,1,
"$2,000",3 Michael Power Place,M9A,1,1,
"$2,000",15 Zorra Street,M8Z,1,1,
"$2,400",Park Lawn Road,None,2,1,825
"$2,200",3391 Bloor Street West,M8X,1,1 ½,750
"$2,700",215 Sherway Gardens Road,M9C,2,2,900
"$2,500",30 Shore Breeze Drive,M8V,2,1,677
"$1,950",17 Zorra Street,M8Z,1,1,620
"$1,900",90 Park Lawn Road,M8Y,1,1,
"$2,050",5 Valhalla Inn Road,M9A,1,1,745
"$2,450",215 Sherway Gardens Road,M9C,2,2,805
"$2,000",30 Shore Breeze Drive,M8V,1,1,
"$2,150",200 Manitoba Street,M8Y,1,1,780
"$2,200",2200 Lake Shore Boulevard West,M8V,1,1,
"$1,850",165 Legion Road North,M8Y,1,1,500
"$2,000 - $2,050",15 Viking Lane,M9B,1,1,580-641
"$2,300",61 Markbrook Lane,M9V,2,2,1100
"$2,450",20 Shore Breeze Drive,M8V,2,1,670
"$3,049",2212 Lake Shore Boulevard West,M8V,2,2,794
"$2,700",2230 Lake Shore Boulevard West,M8V,2,2,920
"$2,100",16 Brookers Lane,M8V,1,1,
"$2,000",30 Shore Breeze Drive,M8V,1,1,485
"$4,800",165 Legion Road North,M8Y,2,2,1150
"$3,600",250 Manitoba Street,M8Y,3,2,1200
"$2,150",39 Annie Craig Drive,M8V,1,1,
"$2,100",2087 Lake Shore Boulevard West,M8V,1,1,
"$2,100",30 Shore Breeze Drive,M8V,1,1,610
"$4,995",33 Shore Breeze Drive | Unit: 4101,M8V,3,2 ½,1600
"$2,400",2200 Lake Shore Boulevard West,M8V,2,2,780
"$2,000",300 Manitoba Street,M8Y,1,1,950
"$2,200",2 Eva Road,M9C,2,2,
"$2,450",5101 Dundas Street West,M9A,2,2,860
"$1,950",9 Valhalla Inn Road,M9B,1,1,
"$2,258",Dunbloor Road,M9A,2,2,875
"$2,700",20 Shore Breeze Drive,M8V,2,1,750
"$2,500",288 Mill Road,M9C,2,2,1060
"$1,950",1185 The Queensway,M8Z,1,1,700
"$2,000",20 Shore Breeze Drive,M8V,1,1,
"$2,500",2 Fieldway Road,M8Z,1,2,
"$2,500",10 Park Lawn Road,M8V,2,2,840
"$2,275",2 Old Mill Drive,M8X,1,1,636
"$2,850",15 Viking Lane,M9B,2,2,950
"$2,100",5 Valhalla Inn Road,M9A,1,1,
"$2,300",30 Shore Breeze Drive,M8V,1,1,625
"$2,500",59 Annie Craig Drive,M8V,2,2,825
"$2,200",2240 Lake Shore Boulevard West,M8V,1,1,700
"$2,500",56 Annie Craig Drive,M8V,2,1,
"$2,200",2220 Lake Shore Boulevard West,M8V,1,1,573
"$2,200",710 Humberwood Boulevard,M9W,2,2,1000
"$2,050",Thomas Riley Road,M9B,1,1,690
"$2,300",30 Shore Breeze Drive,M8V,1,1,625
"$2,050",30 Shore Breeze Drive,M8V,1,1,
"$2,500",10 Park Lawn Road,M8Y,2,2,840
"$3,300",80 Marine Parade Drive,M8V,2,2,1100
"$2,180",2200 Lake Shore Boulevard West,M8V,1,1,
"$2,400",200 Manitoba Street,M8Y,1,2,810
"$2,700",20 Shore Breeze Drive,M8V,2,2,740
"$2,150",165 Legion Road North,M8Y,1,1,
"$2,550",10 Park Lawn Road,M8Y,2,2,730
"$2,500",10 Park Lawn Road,M8V,2,2,785
"$2,950",20 Shore Breeze Drive,M8V,2,2,
"$2,500",2 Fieldway Road,M8Z,1,2,900
"$2,100",10 Park Lawn Road,M8V,1,1,
"$2,000",2 Eva Road,M9C,1,1,650
"$2,200",475 Bramalea Road,L6T,3,1 ½,1350
"$2,400",10 Laurelcrest Street,L6S,2,2,1125
"$2,300",75 Buttercup Lane,L6R,3,1,950
